Address,Company DUNS#,Corporate Name,Employees On Site,Latitude,Longitude,NAICS1,NAICS1Name,NAICS2,NAICS2Name,Point of Contact,Public/Private,SIC1,SIC1Name,SIC2,SIC2Name,Sales Volume,Telephone,Title,Total Employees,Tradestyle Name,Year Started
"9138 W Belding Rd, Belding MI 48809",00-602-6710,Belco Industries  Inc,20,43.0894591,-85.2555916,333994,Industrial Process Furnace and Oven Manufacturing ,423830,Industrial Machinery and Equipment Merchant Wholesalers ,Restricted,Private,35679910,Paint baking and drying ovens,50840000,Industrial machinery and equipment,"$87,043,798",Restricted,Restricted,395,,1959
"605 N 3rd Ave, Sturgeon Bay WI 54235",82-956-6855,Fincantieri Marine Group Holdi,1,44.841338,-87.3822665,336611,Ship Building and Repairing ,,,Restricted,Private,37310000,Shipbuilding and repairing,,,"$294,367,574",Restricted,Restricted,"1,500",,2008
"280 N Midland Ave Ste 232, Saddle Brook NJ 07663",10-139-5291,Westlock Controls Corporation,120,40.9064841,-74.1053682,332912,Fluid Power Valve and Hose Fitting Manufacturing ,,,Restricted,Public,34929901,"Control valves, fluid power: hydraulic and pneumatic",,,"$33,731,454",Restricted,Restricted,182,,1987
"2745 Dallas Pkwy Ste 670, Plano TX 75093",80-359-1408,White Energy  Inc,63,33.038335,-96.8313314,325110,Petrochemical Manufacturing,,,Restricted,Private,28690400,Fuels,,,"$98,068,251",Restricted,Restricted,170,,2006
"3610 Hacks Cross Rd A, Memphis TN 38125",19-064-5705,Federal Express Intl Inc,6,35.0511748,-89.7927333,492110,Couriers and Express Delivery Services,,,Restricted,Public,45139902,"Package delivery, private air",,,"$57,100,586",Restricted,Restricted,219,Fedex,1984
"10513 Croton Rd, Johnstown OH 43031",03-887-1747,Trillium Farm Holdings  LLC,450,40.2062549,-82.6879202,445210,Meat Markets ,,,Restricted,Private,54999902,Eggs and poultry,,,"$66,283,268",Restricted,Restricted,450,Trillium Farms,2011
"111 S 1st Ave, Wausau WI 54401",03-876-4411,Eastbay  Inc,850,44.9625611,-89.6361672,448190,Other Clothing Stores ,448210,Shoe Stores ,Restricted,Public,56990300,Sports apparel,56619902,"Footwear, athletic","$191,198,596",Restricted,Restricted,"2,000",Eastbay,1982
"25 Van Dyke Ave, New Brunswick NJ 08901",04-241-3856,Plainfield Tob & Candy Co Inc,82,40.4820198,-74.470056,424940,Tobacco and Tobacco Product Merchant Wholesalers ,424450,Confectionery Merchant Wholesalers ,Restricted,Private,51940100,Smoking tobacco,51459901,Candy,"$116,392,613",Restricted,Restricted,130,Resnick Distributors,1967
"505 Deaderick St Ste 700, Nashville TN 37243",87-829-7712,Tennessee Dept Transportation,56,36.164378,-86.782397,926120,Regulation and Administration of Transportation Programs ,,,Restricted,Private,96210000,"Regulation, administration of transportation",,,$0,Restricted,Restricted,"4,867",,1915
"12300 Liberty Blvd, Englewood CO 80112",79-065-7378,Qurate Retail  Inc,85,39.553121,-104.846177,515210,Cable and Other Subscription Programming,454110,Electronic Shopping and Mail-Order Houses ,Restricted,Public,48410000,Cable and other pay television services,59619920,"Television, home shopping","$10,404,000,000",Restricted,Restricted,"28,255",,1991
"3113 Woodcreek Dr, Downers Grove IL 60515",14-953-5812,Ftd Group  Inc,5,41.8286559,-88.0348566,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ",561499,All Other Business Support Services ,Restricted,Public,51930000,Flowers and florists supplies,73891602,Florist telegraph service,"$392,688,349",Restricted,Restricted,870,,2003
"7575 Fulton St E, Ada MI 49355",00-602-6793,Alticor Inc,"2,658",42.9579966,-85.4882275,424690,Other Chemical and Allied Products Merchant Wholesalers ,424210,Drugs and Druggists' Sundries Merchant Wholesalers ,Restricted,Private,51690000,"Chemicals and allied products, nec",51220000,"Drugs, proprietaries, and sundries","$8,782,998,000",Restricted,Restricted,"14,000",Amway,1949
"889 Ridge Lake Blvd FL 2, Memphis TN 38120",78-373-4205,ServiceMaster Consumer Service,624,35.1076308,-89.8688744,561730,Landscaping Services,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",Restricted,Public,07820203,Lawn care services,63519906,"Warranty insurance, home","$2,594,000,000",Restricted,Restricted,"13,000",ServiceMaster,1990
"35761 Curtis Blvd, Eastlake OH 44095",14-422-2684,Mike & Terrie Enterprises Inc,12,41.6391712,-81.4335885,532310,General Rental Centers,,,Restricted,Private,73599911,Tool rental,,,"$7,717,479",Restricted,Restricted,40,Handy Rents,1963
"755 Apple Orchard Rd, Springfield IL 62703",06-855-0375,Tom Lange Company  Inc,16,39.7617248,-89.645264,424480,Fresh Fruit and Vegetable Merchant Wholesalers ,,,Restricted,Private,51480102,"Fruits, fresh",,,"$471,231,375",Restricted,Restricted,110,,1962
"250 W Main St Ste 1800, Lexington KY 40507",04-069-6532,Ramaco Resources  Inc,22,38.0475989,-84.4990308,212112,Bituminous Coal Underground Mining ,213113,Support Activities for Coal Mining ,Restricted,Public,12220000,Bituminous coal-underground mining,12410000,Coal mining services,"$61,035,804",Restricted,Restricted,268,,2016
"600 N Lake Blvd, Tahoe City CA 96145",05-100-0859,Daves World  Inc,5,39.1718616,-120.1389699,532284,Recreational Goods Rental ,451110,Sporting Goods Stores ,Restricted,Private,79991510,Ski rental concession,59410302,Skiing equipment,"$6,078,002",Restricted,Restricted,40,DAVES SNOWBOARDS,1977
"450 W Ohio St, Indianapolis IN 46202",07-595-6623,Indiana Historical Society Inc,80,39.770259,-86.1658766,712120,Historical Sites,921190,Other General Government Support ,Restricted,Private,84129901,Historical society,91990402,"General government, State government","$16,393,003",Restricted,Restricted,80,,1830
"1 Embarcadero Ctr # 2020, San Francisco CA 94111",60-711-1846,Otsuka America Inc,10,,,334519,Other Measuring and Controlling Device Manufacturing ,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Restricted,Private,38290512,"Spectrometers, liquid scintillation and nuclear",34999915,"Magnets, permanent: metallic","$484,980,015",Restricted,Restricted,"2,065",,1989
"7617 Freedom Way, Fort Wayne IN 46818",78-212-4192,Wagner-Meinert  LLC,130,41.1488919,-85.1826933,423740,Refrigeration Equipment and Supplies Merchant Wholesalers ,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",Restricted,Private,50780300,Commercial refrigeration equipment,17110401,Mechanical contractor,"$110,031,432",Restricted,Restricted,130,Honeywell Authorized Dealer,1991
"5000 Clayton Rd, Maryville TN 37804",78-588-0980,Clayton Properties Group  Inc,22,35.8092784,-83.9484334,453930,Manufactured (Mobile) Home Dealers ,531190,Lessors of Other Real Estate Property ,Restricted,Public,52710000,Mobile home dealers,65150000,Mobile home site operators,"$64,317,784",Restricted,Restricted,325,CMH,1988
"12328 Howland Park Dr, Plymouth MI 48170",03-774-4810,City Transfer Co Inc,200,42.3691499,-83.5370436,492210,Local Messengers and Local Delivery,,,Restricted,Private,42159903,"Package delivery, vehicular",,,"$22,556,155",Restricted,Restricted,850,,1979
"21123 Nordhoff St, Chatsworth CA 91311",92-928-2700,Align Aerospace Holding  Inc,11,34.236211,-118.5931108,331512,Steel Investment Foundries ,,,Restricted,Private,33249901,"Aerospace investment castings, ferrous",,,"$238,855,209",Restricted,Restricted,91,,2011
"300 Lighting Way Ste 400, Secaucus NJ 07094",04-681-4760,Safilo Usa  Inc,290,40.7902969,-74.0503457,423460,Ophthalmic Goods Merchant Wholesalers ,,,Restricted,Private,50489902,"Frames, ophthalmic",,,"$111,069,500",Restricted,Restricted,338,Outlook Eyewear,1962
"3700 W Juneau Ave 3800, Milwaukee WI 53208",00-608-0519,Harley-Davidson Motor Co Inc,"1,000",43.0460968,-87.9599862,336991,"Motorcycle, Bicycle, and Parts Manufacturing ",,,Restricted,Public,37510000,"Motorcycles, bicycles and parts",,,"$1,076,669,656",Restricted,Restricted,"4,000",Harley-Davidson,1907
"375 Hudson St Rm 700, New York NY 10014",10-327-3827,Turner Corporation,50,40.7285513,-74.0074282,236220,Commercial and Institutional Building Construction ,236220,Commercial and Institutional Building Construction ,Restricted,Private,15420000,"Nonresidential construction, nec",15410000,Industrial buildings and warehouses,"$10,523,539,000",Restricted,Restricted,"5,000",,1902
"47 New Scotland Ave, Albany NY 12208",19-059-2162,Albany Medical College,"1,568",42.6531715,-73.7761001,611519,Other Technical and Trade Schools ,,,Restricted,Private,82490301,Medical and dental assistant school,,,"$389,264,000",Restricted,Restricted,"1,568",,1960
"46226 National Rd, Saint Clairsville OH 43950",18-860-6438,Ohio Valley Coal Company,395,40.0715172,-80.9581796,213113,Support Activities for Coal Mining ,,,Restricted,Private,12419902,"Bituminous coal mining services, contract basis",,,"$243,065,912",Restricted,Restricted,400,,1969
"312 Rosa L Parks Ave, Nashville TN 37243",87-829-7829,Tennessee Dept Veterans Svcs,10,36.1639086,-86.7848264,923140,Administration of Veterans' Affairs ,,,Restricted,Private,94510000,Administration of veterans' affairs,,,$0,Restricted,Restricted,98,Department of Veteran Affairs,1921
"701 Brooks Ave S, Thief River Falls MN 56701",05-760-2120,Digi-Key Corporation,"3,200",48.1097337,-96.1960184,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,,,Restricted,Private,50650300,Electronic parts,,,"$2,400,000,000",Restricted,Restricted,"3,500",Digi-Key Electronics,1973
"128 Burnett Dr, Trenton TN 38382",86-842-2890,Trenton Housing Authority,7,35.9567276,-88.9310367,925110,Administration of Housing Programs ,,,Restricted,Private,95319903,"Housing authority, nonoperating: government",,,$0,Restricted,Restricted,7,,1955
"106 E Railroad Ave, Gibsonville NC 27249",08-363-1267,Lindley Laboratories Inc,15,36.105005,-79.543875,325613,Surface Active Agent Manufacturing ,531210,Offices of Real Estate Agents and Brokers,Restricted,Private,28430200,Finishing agents,65310000,Real estate agents and managers,"$3,153,886",Restricted,Restricted,15,,1977
"93-02 Stphin Blvdd FL 4, Jamaica NY 11435",00-699-2929,Long Island Rail Road Company,"6,030",40.699683,-73.807903,485112,Commuter Rail Systems ,,,Restricted,Private,41110401,Commuter rail passenger operation,,,"$617,707,661",Restricted,Restricted,"7,000",MTA Long Island Rail Road,1834
"2000 Purchase St, Purchase NY 10577",11-856-9339,Mastercard Incorporated,148,41.0234636,-73.7142761,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",,,Restricted,Public,73890903,Credit card service,,,"$12,497,000,000",Restricted,Restricted,"11,900",,1966
"66 Canal St, Boston MA 02114",04-944-4565,Bay Cove Human Services  Inc,120,42.3636637,-71.059666,623210,Residential Intellectual and Developmental Disability Facilities ,621498,All Other Outpatient Care Centers ,Restricted,Private,80529901,"Home for the mentally retarded, with health care",80930100,Substance abuse clinics (outpatient),"$98,245,729",Restricted,Restricted,"1,128",,1973
"2501 Parkview Dr Ste 315, Fort Worth TX 76102",00-801-2635,Rs Legacy Corporation,"2,300",32.739576,-97.3547119,443142,Electronics Stores ,443142,Electronics Stores ,Restricted,Private,57310000,"Radio, television, and electronic stores",59990601,Audio-visual equipment and supplies,"$2,960,655,049",Restricted,Restricted,"27,500",,1963
"885 Railroad St, Brookings OR 97415",92-922-9094,Pacific Wood Laminates  Inc,314,42.0527869,-124.290874,321212,Softwood Veneer and Plywood Manufacturing ,321211,Hardwood Veneer and Plywood Manufacturing ,Restricted,Private,24369902,"Plywood, softwood",24359904,"Veneer stock, hardwood","$39,681,322",Restricted,Restricted,317,,1995
"722 Hiesters Ln, Reading PA 19605",00-913-9676,Sweet Street Desserts  Inc,690,40.3640813,-75.9211546,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing ",,,Restricted,Private,20530000,"Frozen bakery products, except bread",,,"$155,279,177",Restricted,Restricted,700,,1979
"2134 Harlem Rd, Loves Park IL 61111",10-692-3329,Th Foods  Inc,250,42.3400673,-89.0284379,311821,Cookie and Cracker Manufacturing ,,,Restricted,Private,20529907,"Crackers, dry, nec",,,"$101,624,098",Restricted,Restricted,300,,1984
"9130 W Sunset Blvd, Los Angeles CA 90069",19-692-5077,Yucaipa Companies LLC,150,34.0903687,-118.3908192,541618,Other Management Consulting Services ,551112,Offices of Other Holding Companies ,Restricted,Private,87480000,"Business consulting, nec",67199901,"Investment holding companies, except banks","$1,584,254,675",Restricted,Restricted,"11,000",,1986
"5545 E Hedges Ave, Fresno CA 93727",02-819-1930,Hume Lake Christian Camps Inc,8,36.7594539,-119.703011,721214,Recreational and Vacation Camps (except Campgrounds) ,452319,All Other General Merchandise Stores ,Restricted,Private,70329901,Bible camp,53999903,Country general stores,"$12,667,561",Restricted,Restricted,105,Pointman Leadership Institute,1945
"9110 E Nichols Ave # 200, Centennial CO 80112",79-377-0306,United Artists Theatre Company,100,,,512131,Motion Picture Theaters (except Drive-Ins) ,,,Restricted,Private,78320000,"Motion picture theaters, except drive-in",,,"$180,600,000",Restricted,Restricted,"4,095",Ua,1992
"5271 Plainfield Ave Ne, Grand Rapids MI 49525",07-933-7831,Gill Holding Company  Inc,23,43.0564111,-85.5870141,336370,Motor Vehicle Metal Stamping,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",Restricted,Private,34650000,Automotive stampings,35440100,Special dies and tools,"$387,405,720",Restricted,Restricted,"1,500",,2011
"16641 Roscoe Pl, North Hills CA 91343",04-933-7249,Imperial Toy LLC,115,34.2217307,-118.4956381,339930,"Doll, Toy, and Game Manufacturing",,,Restricted,Private,39440000,"Games, toys, and children's vehicles",,,"$197,259,846",Restricted,Restricted,800,,1969
"4 Nickerson St Ste 400, Seattle WA 98109",05-835-3525,North Pacific Seafoods  Inc,39,47.6497748,-122.3569369,311710,Seafood Product Preparation and Packaging,,,Restricted,Private,20910000,Canned and cured fish and seafoods,,,"$331,342,454",Restricted,Restricted,"1,200",Alaska Pacific Seafood,1949
"3003 Oak Rd Ste 600, Walnut Creek CA 94597",07-917-6828,Del Monte Foods  Inc,125,37.9292436,-122.0584426,311421,Fruit and Vegetable Canning ,424490,Other Grocery and Related Products Merchant Wholesalers ,Restricted,Private,20330000,Canned fruits and specialties,51490000,"Groceries and related products, nec","$1,141,185,379",Restricted,Restricted,"2,500",Del Monte Foods,2013
"2711 Burch Dr, Charlotte NC 28269",11-599-3297,Hepaco  LLC,63,35.2755764,-80.8338864,562910,Remediation Services ,,,Restricted,Private,49590301,Oil spill cleanup,,,"$367,350,875",Restricted,Restricted,550,Hepaco,1984
"405 State Highway 121 Byp A100, Lewisville TX 75067",06-897-9863,Cunningham Lindsey US Inc,200,32.9912812,-96.9800079,524291,Claims Adjusting ,,,Restricted,Private,64110201,"Insurance claim adjusters, not employed by insurance company",,,"$397,632,576",Restricted,Restricted,400,,1929
"395 Main St, Dubuque IA 52001",08-711-9756,Fiegen & Bisenius Inc,23,42.4973392,-90.6655574,611511,Cosmetology and Barber Schools ,611620,Sports and Recreation Instruction ,Restricted,Private,72310202,Cosmetology school,79991125,Massage instruction,"$3,965,979",Restricted,Restricted,65,Capri College,1966
"4650 Buckley Rd, Liverpool NY 13088",07-085-8261,National Trctr-Triler Schl Inc,50,43.140223,-76.19364,611692,Automobile Driving Schools ,,,Restricted,Private,82990402,Truck driving training,,,"$5,000,000",Restricted,Restricted,50,,1971
"2600 James Thornton Way, Louisville KY 40245",05-427-4758,Thorntons Inc,150,38.2757397,-85.4938673,311811,Retail Bakeries ,445120,Convenience Stores ,Restricted,Private,54610000,Retail bakeries,54110200,Convenience stores,"$424,839,787",Restricted,Restricted,"2,500",Thorntons Fleetworks,1952
"2717 Niagara Ln N, Minneapolis MN 55447",07-842-5496,Griffiths Holding Corporation,15,45.009845,-93.4721722,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",Restricted,Private,35440100,Special dies and tools,34699916,Stamping metal for the trade,"$134,477,060",Restricted,Restricted,700,,2001
"4955 Steubenville Pike, Pittsburgh PA 15205",80-708-0077,American Zinc Recycling LLC,35,40.4489543,-80.1090952,331410,Nonferrous Metal (except Aluminum) Smelting and Refining ,,,Restricted,Private,33390000,"Primary nonferrous metals, nec",,,"$414,943,000",Restricted,Restricted,716,,2003
"623 N Main St Ste 100, Hattiesburg MS 39401",83-047-9478,Hood Companies  Inc,90,31.3275705,-89.2907274,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,324122,Asphalt Shingle and Coating Materials Manufacturing ,Restricted,Private,30869904,"Insulation or cushioning material, foamed plastics",29520100,Roofing materials,"$1,040,986,361",Restricted,Restricted,"1,350",,1998
"351 N Garver Rd, Monroe OH 45050",01-300-3863,Deceuninck North America  LLC,269,39.4475304,-84.3390546,326121,Unlaminated Plastics Profile Shape Manufacturing ,,,Restricted,Private,30820000,Unsupported plastics profile shapes,,,"$125,321,983",Restricted,Restricted,269,,1969
"678 Depot St, Easton MA 02334",18-688-9176,Ragged Mountain Ski Area  Inc,41,42.0257074,-71.116524,487990,"Scenic and Sightseeing Transportation, Other",713910,Golf Courses and Country Clubs,Restricted,Private,79991501,"Aerial tramway or ski lift, amusement or scenic",79979906,"Golf club, membership","$1,830,790",Restricted,Restricted,41,Ragged Mount Resort,1987
